Date,Close,Open,High,Low,Volume
2017-07-25,6.221524,6.196735,6.260298,6.021937,6889500.000000
2017-07-26,6.407131,6.357552,6.503111,6.307973,7546500.000000
2017-07-27,6.117919,6.473871,6.502474,5.899263,19879500.000000
2017-07-28,6.058170,6.024482,6.126818,5.962826,4975500.000000
2017-07-31,5.922145,6.070247,6.152243,5.863668,6486000.000000
2017-08-01,6.021303,5.964732,6.021303,5.873202,4021500.000000
2017-08-02,5.892906,6.120460,6.162412,5.765145,8943000.000000
2017-08-03,5.822988,5.887822,5.935494,5.736543,5614500.000000
2017-08-04,5.829344,5.852227,5.968547,5.780401,3673500.000000
2017-08-07,6.132539,5.869389,6.138259,5.868753,6843000.000000
2017-08-08,6.068340,6.129360,6.290173,6.006684,6391500.000000
2017-08-09,6.008591,5.912611,6.028930,5.847777,4788000.000000
2017-08-10,5.507081,5.883373,5.908797,5.498182,10722000.000000
2017-08-11,5.597973,5.444788,5.631662,5.393937,5586000.000000
2017-08-14,6.031475,5.796928,6.049273,5.796928,6805500.000000
2017-08-15,6.075968,6.088680,6.109020,5.943757,3964500.000000
2017-08-16,6.103298,6.128088,6.176396,6.011768,4659000.000000
